timestamp, power.draw [W], clocks.current.sm [MHz], clocks.current.memory [MHz], clocks.current.graphics [MHz], clocks_throttle_reasons.gpu_idle, clocks_throttle_reasons.applications_clocks_setting, clocks_throttle_reasons.sw_power_cap, clocks_throttle_reasons.hw_slowdown
2020/11/21 07:37:24.809, 21.73 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:37:26.850, 46.73 W, 1755 MHz, 6800 MHz, 1755 MHz, Not Active, Not Active, Not Active, Not Active
2020/11/21 07:37:28.878, 161.83 W, 1860 MHz, 6800 MHz, 1860 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:37:30.883, 157.86 W, 1845 MHz, 6800 MHz, 1845 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:37:32.887, 164.15 W, 1710 MHz, 6800 MHz, 1710 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:37:34.891, 156.15 W, 1455 MHz, 6800 MHz, 1455 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:37:36.895, 132.03 W, 1590 MHz, 6800 MHz, 1590 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:37:38.900, 74.10 W, 1260 MHz, 6800 MHz, 1260 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:37:40.908, 163.66 W, 1695 MHz, 6800 MHz, 1695 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:37:42.916, 164.65 W, 1755 MHz, 6800 MHz, 1755 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:37:44.920, 164.32 W, 1740 MHz, 6800 MHz, 1740 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:37:46.925, 95.73 W, 2010 MHz, 7000 MHz, 2010 MHz, Not Active, Not Active, Not Active, Not Active
2020/11/21 07:37:48.929, 47.56 W, 780 MHz, 5000 MHz, 780 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:37:50.965, 25.96 W, 315 MHz, 405 MHz, 315 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:37:53.005, 21.93 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:37:55.042, 21.97 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:37:57.079, 21.52 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:37:59.114, 46.75 W, 1755 MHz, 6800 MHz, 1755 MHz, Not Active, Not Active, Not Active, Not Active
2020/11/21 07:38:01.141, 161.47 W, 1860 MHz, 6800 MHz, 1860 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:38:03.144, 157.21 W, 1830 MHz, 6800 MHz, 1830 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:38:05.148, 162.16 W, 1635 MHz, 6800 MHz, 1635 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:38:07.151, 156.06 W, 1860 MHz, 6800 MHz, 1680 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:38:09.159, 131.73 W, 1830 MHz, 6800 MHz, 1830 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:38:11.162, 82.08 W, 1605 MHz, 6800 MHz, 1605 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:38:13.166, 164.58 W, 1725 MHz, 6800 MHz, 1725 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:38:15.169, 164.29 W, 1770 MHz, 6800 MHz, 1770 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:38:17.172, 164.37 W, 1755 MHz, 6800 MHz, 1755 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:38:19.178, 86.39 W, 2010 MHz, 7000 MHz, 2010 MHz, Not Active, Not Active, Not Active, Not Active
2020/11/21 07:38:21.182, 60.36 W, 405 MHz, 810 MHz, 405 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:38:23.214, 22.44 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:38:25.251, 22.14 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:38:27.292, 22.16 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:38:29.329, 22.06 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:38:31.365, 46.73 W, 1755 MHz, 6800 MHz, 1755 MHz, Not Active, Not Active, Not Active, Not Active
2020/11/21 07:38:33.392, 163.36 W, 1860 MHz, 6800 MHz, 1860 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:38:35.396, 155.93 W, 1815 MHz, 6800 MHz, 1815 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:38:37.399, 163.33 W, 1560 MHz, 6800 MHz, 1560 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:38:39.405, 154.65 W, 1425 MHz, 6800 MHz, 1425 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:38:41.408, 149.44 W, 2010 MHz, 6800 MHz, 2010 MHz, Not Active, Not Active, Not Active, Not Active
2020/11/21 07:38:43.412, 87.14 W, 1935 MHz, 6800 MHz, 1935 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:38:45.415, 162.25 W, 1875 MHz, 6800 MHz, 1875 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:38:47.419, 163.48 W, 1815 MHz, 6800 MHz, 1815 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:38:49.423, 164.30 W, 1740 MHz, 6800 MHz, 1740 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:38:51.427, 164.47 W, 1710 MHz, 6800 MHz, 1710 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:38:53.430, 164.36 W, 1725 MHz, 6800 MHz, 1725 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:38:55.434, 62.19 W, 2010 MHz, 7000 MHz, 2010 MHz, Not Active, Not Active, Not Active, Not Active
2020/11/21 07:38:57.439, 60.71 W, 285 MHz, 810 MHz, 285 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:38:59.471, 22.50 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:39:01.511, 22.34 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:39:03.549, 22.08 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:39:05.586, 22.57 W, 1755 MHz, 6800 MHz, 1755 MHz, Not Active, Not Active, Not Active, Not Active
2020/11/21 07:39:07.613, 80.09 W, 1245 MHz, 6800 MHz, 1245 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:39:09.617, 156.45 W, 1620 MHz, 6800 MHz, 1620 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:39:11.622, 162.35 W, 1845 MHz, 6800 MHz, 1845 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:39:13.625, 162.15 W, 2010 MHz, 6800 MHz, 2010 MHz, Not Active, Not Active, Not Active, Not Active
2020/11/21 07:39:15.632, 161.73 W, 1710 MHz, 6800 MHz, 1710 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:39:17.636, 120.22 W, 2010 MHz, 6800 MHz, 2010 MHz, Not Active, Not Active, Not Active, Not Active
2020/11/21 07:39:19.640, 112.92 W, 1845 MHz, 6800 MHz, 1845 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:39:21.645, 161.47 W, 1845 MHz, 6800 MHz, 1845 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:39:23.649, 162.34 W, 1920 MHz, 6800 MHz, 1920 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:39:25.653, 164.16 W, 1785 MHz, 6800 MHz, 1785 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:39:27.656, 163.18 W, 1395 MHz, 6800 MHz, 1395 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:39:29.661, 162.47 W, 1830 MHz, 6800 MHz, 1830 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:39:31.667, 161.52 W, 1755 MHz, 6800 MHz, 1755 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:39:33.671, 164.73 W, 1755 MHz, 6800 MHz, 1755 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:39:35.676, 164.72 W, 1755 MHz, 6800 MHz, 1755 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:39:37.683, 61.20 W, 2010 MHz, 7000 MHz, 2010 MHz, Not Active, Not Active, Not Active, Not Active
2020/11/21 07:39:39.689, 34.67 W, 270 MHz, 5000 MHz, 270 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:39:41.724, 25.53 W, 210 MHz, 810 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:39:43.756, 22.49 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:39:45.795, 22.04 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:39:47.834, 25.44 W, 1755 MHz, 6800 MHz, 1755 MHz, Not Active, Not Active, Not Active, Not Active
2020/11/21 07:39:49.861, 79.96 W, 1590 MHz, 6800 MHz, 1590 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:39:51.865, 155.20 W, 1695 MHz, 6800 MHz, 1695 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:39:53.869, 163.14 W, 1845 MHz, 6800 MHz, 1845 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:39:55.876, 148.99 W, 2010 MHz, 6800 MHz, 2010 MHz, Not Active, Not Active, Not Active, Not Active
2020/11/21 07:39:57.880, 159.46 W, 1860 MHz, 6800 MHz, 1860 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:39:59.884, 118.89 W, 2010 MHz, 6800 MHz, 2010 MHz, Not Active, Not Active, Not Active, Not Active
2020/11/21 07:40:01.889, 126.01 W, 1830 MHz, 6800 MHz, 1830 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:40:03.892, 164.16 W, 1710 MHz, 6800 MHz, 1710 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:40:05.897, 161.80 W, 1860 MHz, 6800 MHz, 1860 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:40:07.901, 161.46 W, 1815 MHz, 6800 MHz, 1815 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:40:09.904, 162.31 W, 1680 MHz, 6800 MHz, 1680 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:40:11.907, 163.15 W, 1785 MHz, 6800 MHz, 1785 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:40:13.912, 163.17 W, 1755 MHz, 6800 MHz, 1755 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:40:15.918, 164.17 W, 1755 MHz, 6800 MHz, 1755 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:40:17.923, 164.51 W, 1845 MHz, 6800 MHz, 1845 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:40:19.929, 61.19 W, 2010 MHz, 7000 MHz, 2010 MHz, Not Active, Not Active, Not Active, Not Active
2020/11/21 07:40:21.933, 26.56 W, 225 MHz, 810 MHz, 225 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:40:23.965, 22.19 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:40:26.002, 21.95 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:40:28.039, 21.90 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:40:30.076, 31.82 W, 1755 MHz, 6800 MHz, 1755 MHz, Not Active, Not Active, Not Active, Not Active
2020/11/21 07:40:32.107, 122.33 W, 1710 MHz, 6800 MHz, 1710 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:40:34.110, 157.45 W, 1755 MHz, 6800 MHz, 1755 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:40:36.113, 163.35 W, 1560 MHz, 6800 MHz, 1560 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:40:38.117, 148.97 W, 1560 MHz, 6800 MHz, 1560 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:40:40.123, 150.98 W, 2010 MHz, 6800 MHz, 2010 MHz, Not Active, Not Active, Not Active, Not Active
2020/11/21 07:40:42.126, 92.50 W, 2010 MHz, 6800 MHz, 2010 MHz, Not Active, Not Active, Not Active, Not Active
2020/11/21 07:40:44.132, 163.69 W, 1830 MHz, 6800 MHz, 1830 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:40:46.135, 164.62 W, 1725 MHz, 6800 MHz, 1725 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:40:48.138, 164.28 W, 1785 MHz, 6800 MHz, 1785 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:40:50.142, 164.64 W, 1800 MHz, 6800 MHz, 1800 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:40:52.146, 60.68 W, 2010 MHz, 7000 MHz, 2010 MHz, Not Active, Not Active, Not Active, Not Active
2020/11/21 07:40:54.151, 41.57 W, 480 MHz, 810 MHz, 480 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:40:56.183, 25.08 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:40:58.220, 22.12 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:41:00.258, 21.97 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:41:02.296, 26.07 W, 1755 MHz, 6800 MHz, 1755 MHz, Not Active, Not Active, Not Active, Not Active
2020/11/21 07:41:04.326, 97.77 W, 1800 MHz, 6800 MHz, 1800 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:41:06.330, 154.02 W, 1650 MHz, 6800 MHz, 1650 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:41:08.336, 164.20 W, 1815 MHz, 6800 MHz, 1815 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:41:10.342, 147.67 W, 1650 MHz, 6800 MHz, 1650 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:41:12.346, 159.93 W, 1545 MHz, 6800 MHz, 1545 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:41:14.350, 112.52 W, 2010 MHz, 6800 MHz, 2010 MHz, Not Active, Not Active, Not Active, Not Active
2020/11/21 07:41:16.354, 146.87 W, 1860 MHz, 6800 MHz, 1860 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:41:18.359, 163.27 W, 1845 MHz, 6800 MHz, 1845 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:41:20.363, 162.41 W, 1800 MHz, 6800 MHz, 1800 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:41:22.367, 164.22 W, 1740 MHz, 6800 MHz, 1740 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:41:24.371, 164.11 W, 1770 MHz, 6800 MHz, 1770 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:41:26.378, 87.60 W, 2010 MHz, 7000 MHz, 2010 MHz, Not Active, Not Active, Not Active, Not Active
2020/11/21 07:41:28.384, 44.17 W, 735 MHz, 5000 MHz, 735 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:41:30.417, 33.88 W, 300 MHz, 5000 MHz, 300 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:41:32.448, 25.66 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:41:34.489, 22.23 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:41:36.527, 21.97 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:41:38.565, 46.91 W, 1755 MHz, 6800 MHz, 1755 MHz, Not Active, Not Active, Not Active, Not Active
2020/11/21 07:41:40.597, 164.13 W, 1845 MHz, 6800 MHz, 1845 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:41:42.602, 157.79 W, 1830 MHz, 6800 MHz, 1830 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:41:44.606, 162.16 W, 1590 MHz, 6800 MHz, 1590 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:41:46.611, 152.59 W, 1590 MHz, 6800 MHz, 1590 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:41:48.615, 140.17 W, 2010 MHz, 6800 MHz, 2010 MHz, Not Active, Not Active, Not Active, Not Active
2020/11/21 07:41:50.619, 91.36 W, 1995 MHz, 6800 MHz, 1995 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:41:52.623, 163.13 W, 1860 MHz, 6800 MHz, 1860 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:41:54.632, 161.82 W, 1605 MHz, 6800 MHz, 1605 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:41:56.636, 160.57 W, 1860 MHz, 6800 MHz, 1860 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:41:58.642, 164.28 W, 1860 MHz, 6800 MHz, 1725 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:42:00.649, 159.82 W, 1815 MHz, 6800 MHz, 1815 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:42:02.653, 164.37 W, 1725 MHz, 6800 MHz, 1725 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:42:04.658, 164.29 W, 1725 MHz, 6800 MHz, 1725 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:42:06.662, 140.98 W, 1995 MHz, 6800 MHz, 1995 MHz, Not Active, Not Active, Not Active, Not Active
2020/11/21 07:42:08.666, 61.17 W, 2010 MHz, 7000 MHz, 2010 MHz, Not Active, Not Active, Not Active, Not Active
2020/11/21 07:42:10.670, 34.31 W, 210 MHz, 810 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:42:12.701, 25.01 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:42:14.760, 22.26 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:42:16.797, 22.20 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:42:18.833, 38.09 W, 1755 MHz, 6800 MHz, 1755 MHz, Not Active, Not Active, Not Active, Not Active
2020/11/21 07:42:20.861, 132.77 W, 1560 MHz, 6800 MHz, 1560 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:42:22.865, 157.60 W, 1320 MHz, 6800 MHz, 1320 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:42:24.868, 163.09 W, 1485 MHz, 6800 MHz, 1485 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:42:26.871, 148.97 W, 1845 MHz, 6800 MHz, 1845 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:42:28.876, 160.01 W, 1680 MHz, 6800 MHz, 1680 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:42:30.883, 111.58 W, 2010 MHz, 6800 MHz, 2010 MHz, Not Active, Not Active, Not Active, Not Active
2020/11/21 07:42:32.888, 161.56 W, 1545 MHz, 6800 MHz, 1545 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:42:34.891, 162.61 W, 1755 MHz, 6800 MHz, 1755 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:42:36.895, 163.51 W, 1770 MHz, 6800 MHz, 1770 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:42:38.898, 164.01 W, 1770 MHz, 6800 MHz, 1770 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:42:40.902, 100.96 W, 1995 MHz, 7000 MHz, 1995 MHz, Not Active, Not Active, Not Active, Not Active
2020/11/21 07:42:42.933, 58.15 W, 420 MHz, 5000 MHz, 420 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:42:44.965, 33.76 W, 210 MHz, 810 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:42:46.997, 24.87 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:42:49.034, 22.31 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:42:51.071, 22.14 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:42:53.108, 46.95 W, 1755 MHz, 6800 MHz, 1755 MHz, Not Active, Not Active, Not Active, Not Active
2020/11/21 07:42:55.139, 161.37 W, 1845 MHz, 6800 MHz, 1845 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:42:57.142, 157.01 W, 1830 MHz, 6800 MHz, 1830 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:42:59.146, 161.64 W, 1770 MHz, 6800 MHz, 1770 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:43:01.152, 154.60 W, 1800 MHz, 6800 MHz, 1800 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:43:03.155, 151.30 W, 2010 MHz, 6800 MHz, 2010 MHz, Not Active, Not Active, Not Active, Active
2020/11/21 07:43:05.158, 91.24 W, 2010 MHz, 6800 MHz, 2010 MHz, Not Active, Not Active, Not Active, Not Active
2020/11/21 07:43:07.165, 162.60 W, 1800 MHz, 6800 MHz, 1800 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:43:09.168, 162.65 W, 1770 MHz, 6800 MHz, 1770 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:43:11.174, 164.87 W, 1725 MHz, 6800 MHz, 1725 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:43:13.182, 164.23 W, 1800 MHz, 6800 MHz, 1785 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:43:15.193, 164.20 W, 1800 MHz, 6800 MHz, 1800 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:43:17.197, 61.75 W, 2010 MHz, 7000 MHz, 2010 MHz, Not Active, Not Active, Not Active, Not Active
2020/11/21 07:43:19.202, 34.16 W, 300 MHz, 5000 MHz, 300 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:43:21.232, 25.67 W, 210 MHz, 810 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:43:23.265, 22.11 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:43:25.303, 21.89 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:43:27.341, 24.52 W, 1755 MHz, 6800 MHz, 1755 MHz, Not Active, Not Active, Not Active, Not Active
2020/11/21 07:43:29.368, 80.74 W, 1860 MHz, 6800 MHz, 1860 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:43:31.372, 157.01 W, 1635 MHz, 6800 MHz, 1635 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:43:33.376, 164.40 W, 1470 MHz, 6800 MHz, 1470 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:43:35.380, 148.20 W, 1332 MHz, 6800 MHz, 1332 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:43:37.383, 159.21 W, 1665 MHz, 6800 MHz, 1665 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:43:39.388, 121.84 W, 1920 MHz, 6800 MHz, 1920 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:43:41.395, 163.27 W, 1695 MHz, 6800 MHz, 1695 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:43:43.400, 164.05 W, 1710 MHz, 6800 MHz, 1710 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:43:45.405, 163.89 W, 1695 MHz, 6800 MHz, 1695 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:43:47.409, 164.71 W, 1710 MHz, 6800 MHz, 1710 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:43:49.413, 61.67 W, 2010 MHz, 7000 MHz, 2010 MHz, Not Active, Not Active, Not Active, Not Active
2020/11/21 07:43:51.418, 39.61 W, 255 MHz, 810 MHz, 285 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:43:53.467, 24.71 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:43:55.505, 22.14 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:43:57.544, 21.80 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:43:59.581, 22.31 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:44:01.623, 22.26 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:44:03.661, 66.69 W, 1920 MHz, 6800 MHz, 1920 MHz, Not Active, Not Active, Not Active, Not Active
2020/11/21 07:44:05.691, 162.48 W, 1665 MHz, 6800 MHz, 1665 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:44:07.695, 171.96 W, 1845 MHz, 6800 MHz, 1845 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:44:09.699, 174.07 W, 1785 MHz, 6800 MHz, 1785 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:44:11.703, 169.88 W, 1500 MHz, 6800 MHz, 1500 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:44:13.708, 113.84 W, 1332 MHz, 6800 MHz, 1332 MHz, Not Active, Not Active, Active, Active
2020/11/21 07:44:15.712, 156.77 W, 1800 MHz, 6800 MHz, 1800 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:44:17.717, 173.70 W, 1785 MHz, 6800 MHz, 1785 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:44:19.723, 173.89 W, 1755 MHz, 6800 MHz, 1755 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:44:21.729, 173.66 W, 1800 MHz, 6800 MHz, 1800 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:44:23.733, 61.94 W, 2010 MHz, 7000 MHz, 2010 MHz, Not Active, Not Active, Not Active, Not Active
2020/11/21 07:44:25.737, 34.23 W, 270 MHz, 5000 MHz, 270 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:44:27.766, 25.78 W, 210 MHz, 810 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:44:29.797, 22.71 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:44:31.836, 22.18 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:44:33.873, 24.76 W, 1755 MHz, 6800 MHz, 1755 MHz, Not Active, Not Active, Not Active, Not Active
2020/11/21 07:44:35.900, 82.27 W, 1830 MHz, 6800 MHz, 1830 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:44:37.903, 163.96 W, 1680 MHz, 6800 MHz, 1680 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:44:39.907, 171.97 W, 1905 MHz, 6800 MHz, 1905 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:44:41.910, 157.51 W, 1560 MHz, 6800 MHz, 1560 MHz, Not Active, Not Active, Active, Not Active
